name,age,past preferences,location,Diet,Instructions,weather,marital status,preference 1,preference 2,time,state,prefered food item
Priya_10613,58,Street Food,Chennai,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Street Food,17:24,Tamil Nadu,Kachori
Aarav_10614,57,North Indian,Chennai,Jain,Prepare according to authentic family recipe,Hot,Single,North Indian,Healthy,02:53,Tamil Nadu,Dal Makhani
Anjali_10615,19,Mild,Chandigarh,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Healthy,South Indian,16:45,Punjab,Pani Puri
Aisha_10616,31,Restaurant Style,Coimbatore,Eggetarian,Prepare according to authentic family recipe,Cold,Married,Sweet,South Indian,20:20,Tamil Nadu,Paneer Dishes
Priya_10617,42,Sweet,Delhi NCR,Jain,Prepare according to authentic family recipe,Rainy,Married,Mild,Healthy,11:41,Delhi,Thali
Vikram_10618,42,Street Food,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Cold,Single,Restaurant Style,Mild,04:10,Kerala,Fish Curry
Zara_10619,71,Restaurant Style,Amritsar,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Fusion,Home Style,11:02,Punjab,Rajma Chawal
Arjun_10620,65,Mild,Kochi,Jain,Prepare according to authentic family recipe,Cold,Married,North Indian,Sweet,04:21,Kerala,Roti Sabzi
Vikram_10621,23,Traditional,Delhi NCR,Eggetarian,Contemporary twist on classic recipe,Rainy,Single,Home Style,Street Food,00:36,Delhi,Butter Chicken
Dev_10622,37,Street Food,Thiruvananthapuram,Jain,Prepare according to authentic family recipe,Hot,Married,Spicy,Healthy,19:27,Kerala,Roti Sabzi
Rahul_10623,20,Spicy,Bangalore,No Restrictions,Simplified preparation for busy schedules,Rainy,Single,Restaurant Style,North Indian,22:03,Karnataka,Khichdi
Aditya_10624,24,Sweet,Coimbatore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Cold,Single,Restaurant Style,Home Style,21:02,Tamil Nadu,Pulao
Vihan_10625,64,South Indian,Surat,Jain,Modified recipe with health-conscious ingredients,Hot,Single,Home Style,South Indian,09:44,Gujarat,Upma
Neha_10626,66,Mild,New Delhi,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Fusion,South Indian,14:13,Delhi,Thali
Rahul_10627,31,Traditional,Mysore,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,Sweet,Street Food,12:01,Karnataka,Fish Curry Rice
Maya_10628,18,Restaurant Style,Pune,Jain,Contemporary twist on classic recipe,Hot,Single,Mild,Fusion,21:39,Maharashtra,Paneer Dishes
Aisha_10629,65,Fusion,Kolkata,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,North Indian,Traditional,01:19,West Bengal,Fish Curry
Zara_10630,66,Street Food,New Delhi,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Single,Home Style,Street Food,19:22,Delhi,Butter Chicken
Rahul_10631,70,Street Food,Kolkata,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Sweet,North Indian,18:43,West Bengal,Samosa
Neha_10632,24,Healthy,Surat,Vegetarian,Simplified preparation for busy schedules,Hot,Single,Sweet,Fusion,22:39,Gujarat,Khichdi
Vihan_10633,28,Home Style,Ahmedabad,No Restrictions,Contemporary twist on classic recipe,Cold,Married,Traditional,South Indian,20:55,Gujarat,Khichdi
Diya_10634,44,Regional Specialties,Amritsar,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Home Style,Restaurant Style,16:17,Punjab,Kachori
Maya_10635,32,Restaurant Style,Delhi NCR,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Married,Traditional,Mild,06:49,Delhi,Chole Bhature
Dev_10636,23,South Indian,Mumbai,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Traditional,Home Style,00:11,Maharashtra,Paneer Dishes
Maya_10637,70,Spicy,Delhi NCR,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,South Indian,Fusion,01:29,Delhi,Butter Chicken
Arjun_10638,52,North Indian,Chennai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Street Food,Healthy,00:09,Tamil Nadu,Roti Sabzi
Vihan_10639,21,Spicy,New Delhi,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Traditional,Restaurant Style,10:48,Delhi,Paratha
Aditya_10640,34,Sweet,Ahmedabad,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,South Indian,12:14,Gujarat,Thali
Aarav_10641,56,North Indian,Delhi NCR,Vegan,Prepare according to authentic family recipe,Cold,Married,Street Food,Restaurant Style,21:45,Delhi,Khichdi
Vihan_10642,53,Home Style,Bangalore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Single,Street Food,Sweet,17:40,Karnataka,Dhokla
Aisha_10643,20,North Indian,Chennai,Vegan,Contemporary twist on classic recipe,Rainy,Single,Fusion,Street Food,20:50,Tamil Nadu,Pulao
Maya_10644,46,Traditional,Chandigarh,Jain,Prepare according to authentic family recipe,Rainy,Married,Spicy,Street Food,06:03,Punjab,Paratha
Priya_10645,74,Street Food,Chennai,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Restaurant Style,01:24,Tamil Nadu,Pulao
Diya_10646,36,Traditional,Surat,Jain,Rich and indulgent preparation,Hot,Single,Home Style,North Indian,11:08,Gujarat,Thali
Krishna_10647,23,Street Food,Kolkata,Vegan,Contemporary twist on classic recipe,Hot,Single,Sweet,Spicy,11:48,West Bengal,Biryani
Anjali_10648,44,North Indian,Surat,Eggetarian,Rich and indulgent preparation,Rainy,Married,Healthy,Restaurant Style,23:40,Gujarat,Khichdi
Zara_10649,55,North Indian,Delhi NCR,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Spicy,20:11,Delhi,Butter Chicken
Aisha_10650,38,Street Food,Amritsar,Vegan,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Sweet,01:25,Punjab,Roti Sabzi
Diya_10651,23,Street Food,Ahmedabad,Vegetarian,Contemporary twist on classic recipe,Rainy,Single,Street Food,Home Style,03:03,Gujarat,Khichdi
Aditya_10652,63,North Indian,Kolkata,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Spicy,Sweet,04:02,West Bengal,Khichdi
Maya_10653,68,Healthy,Mysore,Vegan,Prepare according to authentic family recipe,Cold,Single,Fusion,Home Style,12:17,Karnataka,Rajma Chawal
Diya_10654,32,Restaurant Style,Nagpur,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Traditional,Fusion,10:47,Maharashtra,Vada Pav
Aditya_10655,24,Sweet,Coimbatore,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Fusion,Home Style,15:33,Tamil Nadu,Sambar Rice
Priya_10656,41,Sweet,Bangalore,No Restrictions,Prepare according to authentic family recipe,Hot,Married,North Indian,Sweet,19:56,Karnataka,Khichdi
Arjun_10657,35,North Indian,Siliguri,No Restrictions,Prepare according to authentic family recipe,Cold,Single,South Indian,North Indian,02:21,West Bengal,Fish Curry
Maya_10658,35,Fusion,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Traditional,Home Style,20:18,Gujarat,Khichdi
Maya_10659,56,Regional Specialties,Mumbai,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Regional Specialties,02:35,Maharashtra,Pulao
Dev_10660,21,Regional Specialties,Thiruvananthapuram,No Restrictions,Simplified preparation for busy schedules,Rainy,Single,Restaurant Style,Mild,15:36,Kerala,Sambar Rice
Rahul_10661,59,Mild,New Delhi,Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Mild,Restaurant Style,16:07,Delhi,Pakora
Vikram_10662,23,Regional Specialties,Bangalore,No Restrictions,Contemporary twist on classic recipe,Cold,Single,South Indian,Restaurant Style,12:31,Karnataka,Kadhi Chawal
Vikram_10663,74,Mild,Surat,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Healthy,Traditional,20:54,Gujarat,Khichdi
Anjali_10664,29,Sweet,Kochi,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Single,Regional Specialties,Sweet,11:07,Kerala,Sambar Rice
Aisha_10665,67,Home Style,Kochi,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Spicy,Home Style,13:40,Kerala,Sambar Rice
Vikram_10666,62,Fusion,Siliguri,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Traditional,23:04,West Bengal,Fish Curry
Vikram_10667,74,Mild,Nagpur,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Street Food,Home Style,14:29,Maharashtra,Kadhi Chawal
Rahul_10668,68,Regional Specialties,Amritsar,No Restrictions,Prepare according to authentic family recipe,Cold,Married,Traditional,Fusion,21:44,Punjab,Butter Chicken
Krishna_10669,62,Fusion,Amritsar,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Mild,14:15,Punjab,Rajma Chawal
Maya_10670,57,Street Food,New Delhi,No Restrictions,Prepare according to authentic family recipe,Rainy,Single,Healthy,Mild,17:34,Delhi,Bhel Puri
Arjun_10671,43,Healthy,Delhi NCR,Vegan,Prepare according to authentic family recipe,Hot,Married,South Indian,Mild,06:58,Delhi,Paratha
Anjali_10672,68,Regional Specialties,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Single,Street Food,Restaurant Style,18:39,Kerala,Dhokla
Arjun_10673,33,Restaurant Style,Kolkata,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Married,Street Food,Sweet,17:35,West Bengal,Kachori
Vikram_10674,43,North Indian,Siliguri,Eggetarian,Prepare according to authentic family recipe,Hot,Married,South Indian,Fusion,13:21,West Bengal,Biryani
Aditya_10675,66,Traditional,Chennai,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Single,Home Style,North Indian,22:57,Tamil Nadu,Fish Curry
Neha_10676,62,North Indian,Thiruvananthapuram,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,South Indian,Mild,21:24,Kerala,Fish Curry
Neha_10677,70,Fusion,Amritsar,Jain,Prepare according to authentic family recipe,Hot,Married,Mild,North Indian,08:15,Punjab,Paratha
Diya_10678,65,South Indian,Delhi NCR,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Street Food,Mild,12:47,Delhi,Dal Rice
Aditya_10679,59,Fusion,Bangalore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Spicy,Healthy,20:27,Karnataka,Khichdi
Vihan_10680,64,Traditional,Kolkata,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,North Indian,Sweet,17:23,West Bengal,Pakora
Anjali_10681,70,Restaurant Style,New Delhi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Mild,Regional Specialties,00:01,Delhi,Butter Chicken
Dev_10682,69,Mild,Coimbatore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Fusion,Restaurant Style,03:54,Tamil Nadu,Roti Sabzi
Rahul_10683,45,North Indian,Chennai,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Traditional,01:36,Tamil Nadu,Pulao
Dev_10684,34,Mild,Surat,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Rainy,Single,Fusion,Spicy,23:16,Gujarat,Khichdi
Maya_10685,50,Mild,Ahmedabad,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Mild,07:40,Gujarat,Misal Pav
Vihan_10686,54,Street Food,Mysore,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Spicy,South Indian,21:15,Karnataka,Khichdi
Arjun_10687,65,Regional Specialties,Ahmedabad,Vegan,Prepare according to authentic family recipe,Cold,Married,Street Food,Mild,10:24,Gujarat,Misal Pav
Neha_10688,23,Home Style,Bangalore,Vegan,Contemporary twist on classic recipe,Rainy,Single,Spicy,Mild,23:23,Karnataka,Khichdi
Priya_10689,71,South Indian,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,Restaurant Style,North Indian,01:20,Kerala,Fish Curry
Aisha_10690,69,Sweet,Chandigarh,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Healthy,South Indian,10:21,Punjab,Paratha
Dev_10691,38,Traditional,Mysore,Vegan,Prepare according to authentic family recipe,Cold,Married,Mild,Healthy,14:07,Karnataka,Kadhi Chawal
Arjun_10692,54,Spicy,Thiruvananthapuram,Jain,Prepare according to authentic family recipe,Hot,Married,Healthy,Restaurant Style,07:03,Kerala,Misal Pav
Diya_10693,60,Mild,New Delhi,No Restrictions,Prepare according to authentic family recipe,Cold,Married,Traditional,Sweet,22:11,Delhi,Butter Chicken
Maya_10694,28,Restaurant Style,Mysore,Vegan,Contemporary twist on classic recipe,Rainy,Married,Street Food,Restaurant Style,07:31,Karnataka,Idli Sambar
Neha_10695,65,Traditional,Siliguri,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Street Food,Restaurant Style,20:24,West Bengal,Khichdi
Anjali_10696,33,Restaurant Style,Kochi,Non-Vegetarian,Rich and indulgent preparation,Cold,Married,Fusion,Mild,19:28,Kerala,Fish Curry
Vihan_10697,37,North Indian,Siliguri,Jain,Prepare according to authentic family recipe,Rainy,Married,Fusion,Regional Specialties,01:58,West Bengal,Khichdi
Diya_10698,75,Sweet,Pune,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Sweet,14:03,Maharashtra,Biryani
Zara_10699,36,Traditional,Kolkata,Jain,Rich and indulgent preparation,Cold,Married,Spicy,Street Food,16:25,West Bengal,Bhel Puri
Diya_10700,43,Spicy,Surat,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Single,Home Style,North Indian,18:26,Gujarat,Dhokla
Maya_10701,70,Regional Specialties,Chennai,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Single,Home Style,North Indian,05:41,Tamil Nadu,Roti Sabzi
Vihan_10702,68,Fusion,Mysore,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Regional Specialties,20:46,Karnataka,Paneer Dishes
Rahul_10703,48,Traditional,Delhi NCR,Vegetarian,Rich and indulgent preparation,Hot,Single,Regional Specialties,Restaurant Style,12:39,Delhi,Sambar Rice
Aditya_10704,64,Regional Specialties,Chennai,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Home Style,Fusion,23:57,Tamil Nadu,Paneer Dishes
Aarav_10705,74,Healthy,Mysore,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Traditional,Spicy,17:49,Karnataka,Samosa
Zara_10706,61,Fusion,Surat,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Fusion,11:26,Gujarat,Thali
Maya_10707,37,Mild,Surat,No Restrictions,Rich and indulgent preparation,Hot,Married,Traditional,Mild,19:54,Gujarat,Khichdi
Riya_10708,65,Restaurant Style,Siliguri,Vegan,Prepare according to authentic family recipe,Rainy,Married,Sweet,Mild,21:00,West Bengal,Khichdi
Vihan_10709,73,Traditional,Surat,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,Street Food,Fusion,03:12,Gujarat,Khichdi
Vihan_10710,39,North Indian,Mysore,Jain,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Mild,10:28,Karnataka,Upma
Rahul_10711,54,South Indian,Mysore,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,North Indian,Home Style,05:14,Karnataka,Paneer Dishes
Aisha_10712,59,Street Food,Ahmedabad,No Restrictions,Modified recipe with health-conscious ingredients,Cold,Single,Fusion,Street Food,02:33,Gujarat,Khichdi
Diya_10713,26,Fusion,Siliguri,Eggetarian,Contemporary twist on classic recipe,Cold,Married,Healthy,Restaurant Style,01:48,West Bengal,Khichdi
Anjali_10714,72,Fusion,Bangalore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Mild,Regional Specialties,02:53,Karnataka,Roti Sabzi
Dev_10715,37,South Indian,Mumbai,Eggetarian,Prepare according to authentic family recipe,Hot,Married,North Indian,Healthy,13:10,Maharashtra,Fish Curry Rice
Riya_10716,42,Restaurant Style,Mysore,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,North Indian,Street Food,05:05,Karnataka,Butter Chicken
Diya_10717,41,Restaurant Style,Delhi NCR,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Spicy,11:11,Delhi,Biryani
Arjun_10718,74,Sweet,Thiruvananthapuram,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Single,Sweet,Restaurant Style,02:35,Kerala,Fish Curry
Arjun_10719,55,Home Style,Coimbatore,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Fusion,22:52,Tamil Nadu,Roti Sabzi
Neha_10720,30,South Indian,Nagpur,No Restrictions,Rich and indulgent preparation,Hot,Married,Mild,North Indian,01:10,Maharashtra,Pulao
Vikram_10721,27,North Indian,Amritsar,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Married,North Indian,Healthy,11:11,Punjab,Rajma Chawal
Zara_10722,38,Spicy,Kochi,Vegan,Prepare according to authentic family recipe,Rainy,Married,Street Food,Healthy,08:26,Kerala,Vada Pav
Zara_10723,50,Traditional,Amritsar,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Street Food,North Indian,17:19,Punjab,Pani Puri
Maya_10724,36,Restaurant Style,Ahmedabad,Vegan,Prepare according to authentic family recipe,Cold,Single,Mild,Home Style,19:14,Gujarat,Khichdi
Diya_10725,25,Home Style,Siliguri,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Single,Spicy,Traditional,23:00,West Bengal,Fish Curry
Rahul_10726,61,Home Style,Chandigarh,Jain,Prepare according to authentic family recipe,Rainy,Married,Regional Specialties,Mild,04:30,Punjab,Dal Makhani
Aisha_10727,19,Mild,Ahmedabad,Vegan,Simplified preparation for busy schedules,Rainy,Single,Fusion,Mild,03:03,Gujarat,Khichdi
Aditya_10728,52,Traditional,Mumbai,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Cold,Single,North Indian,Fusion,15:59,Maharashtra,Dal Rice
Aisha_10729,24,North Indian,Bangalore,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Cold,Single,Fusion,Healthy,11:23,Karnataka,Thali
Aditya_10730,26,Restaurant Style,Coimbatore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Hot,Single,Fusion,Restaurant Style,03:15,Tamil Nadu,Pulao
Aisha_10731,44,South Indian,Siliguri,Jain,Prepare according to authentic family recipe,Cold,Married,Restaurant Style,Spicy,19:12,West Bengal,Khichdi
Zara_10732,43,South Indian,Coimbatore,Non-Vegetarian,Rich and indulgent preparation,Hot,Single,North Indian,Home Style,03:54,Tamil Nadu,Pulao
Aarav_10733,60,South Indian,Kochi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,South Indian,Mild,14:11,Kerala,Sambar Rice
Zara_10734,47,South Indian,Bangalore,Non-Vegetarian,Rich and indulgent preparation,Rainy,Married,Street Food,Regional Specialties,05:09,Karnataka,Pulao
Priya_10735,38,Mild,Coimbatore,Jain,Rich and indulgent preparation,Hot,Married,Traditional,Home Style,05:34,Tamil Nadu,Khichdi
Rahul_10736,62,Restaurant Style,Chandigarh,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Regional Specialties,07:49,Punjab,Paratha
Krishna_10737,65,North Indian,Kolkata,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,South Indian,Sweet,15:48,West Bengal,Biryani
Aisha_10738,46,Regional Specialties,Siliguri,Vegan,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Restaurant Style,21:13,West Bengal,Khichdi
Arjun_10739,25,Home Style,Ahmedabad,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Cold,Single,Sweet,Traditional,12:05,Gujarat,Thali
Maya_10740,19,Street Food,Thiruvananthapuram,Vegetarian,Simplified preparation for busy schedules,Rainy,Single,North Indian,Spicy,12:33,Kerala,Sambar Rice
Aarav_10741,66,Spicy,Nagpur,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Home Style,Restaurant Style,23:18,Maharashtra,Fish Curry
Neha_10742,65,South Indian,Chandigarh,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Single,Spicy,North Indian,14:58,Punjab,Rajma Chawal
Aditya_10743,38,Spicy,Kochi,Vegan,Rich and indulgent preparation,Hot,Married,Fusion,Regional Specialties,09:59,Kerala,Paratha
Zara_10744,37,Traditional,Chandigarh,Vegetarian,Rich and indulgent preparation,Cold,Married,Regional Specialties,Fusion,13:15,Punjab,Rajma Chawal
Rahul_10745,20,Mild,New Delhi,Vegan,Contemporary twist on classic recipe,Hot,Single,North Indian,Healthy,11:59,Delhi,Thali
Vihan_10746,52,Home Style,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,North Indian,Sweet,17:20,West Bengal,Samosa
Diya_10747,73,Traditional,Kochi,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Fusion,Restaurant Style,17:46,Kerala,Kachori
Anjali_10748,70,Traditional,Mysore,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Spicy,Regional Specialties,17:07,Karnataka,Bhel Puri
Dev_10749,74,Sweet,Ahmedabad,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Street Food,North Indian,23:19,Gujarat,Khichdi
Diya_10750,22,Home Style,Thiruvananthapuram,Vegetarian,Simplified preparation for busy schedules,Rainy,Single,Fusion,Street Food,13:56,Kerala,Sambar Rice
Dev_10751,67,Regional Specialties,Kochi,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Home Style,16:26,Kerala,Kachori
Anjali_10752,66,North Indian,Delhi NCR,Vegan,Modified recipe with health-conscious ingredients,Hot,Single,Street Food,Fusion,07:18,Delhi,Chole Bhature
Rahul_10753,37,Fusion,Kolkata,Vegetarian,Rich and indulgent preparation,Hot,Married,Fusion,South Indian,20:29,West Bengal,Khichdi
Diya_10754,68,North Indian,Siliguri,Jain,Prepare according to authentic family recipe,Hot,Single,South Indian,Sweet,07:13,West Bengal,Upma
Vihan_10755,42,Traditional,Chandigarh,Vegan,Rich and indulgent preparation,Hot,Married,Home Style,Mild,06:11,Punjab,Paratha
Arjun_10756,19,North Indian,Bangalore,Vegan,Simplified preparation for busy schedules,Rainy,Single,Sweet,Restaurant Style,23:25,Karnataka,Roti Sabzi
Dev_10757,48,Mild,Mysore,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Home Style,18:53,Karnataka,Chaat
Vikram_10758,55,South Indian,Siliguri,Non-Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Spicy,Restaurant Style,06:57,West Bengal,Paratha
Vihan_10759,54,Healthy,Mysore,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Healthy,Home Style,14:42,Karnataka,Thali
Aarav_10760,43,Healthy,Siliguri,Jain,Prepare according to authentic family recipe,Hot,Married,Healthy,Fusion,03:53,West Bengal,Khichdi
Aditya_10761,41,Sweet,Surat,Vegan,Rich and indulgent preparation,Rainy,Married,Sweet,Restaurant Style,20:12,Gujarat,Khichdi
Vikram_10762,34,North Indian,Amritsar,Vegan,Prepare according to authentic family recipe,Hot,Single,Healthy,Traditional,13:08,Punjab,Rajma Chawal
Vikram_10763,50,Street Food,Kochi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Traditional,Mild,09:55,Kerala,Misal Pav
Neha_10764,56,Sweet,Delhi NCR,Jain,Modified recipe with health-conscious ingredients,Cold,Single,Home Style,Traditional,13:36,Delhi,Dal Rice
Maya_10765,64,Regional Specialties,Chandigarh,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,Home Style,Spicy,04:16,Punjab,Paneer Dishes
Vikram_10766,51,Street Food,Amritsar,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Mild,Regional Specialties,20:36,Punjab,Paneer Dishes
Zara_10767,53,Healthy,Pune,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Sweet,08:36,Maharashtra,Poha
Zara_10768,38,Mild,Siliguri,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Rainy,Single,Street Food,Healthy,23:13,West Bengal,Fish Curry
Diya_10769,31,Restaurant Style,Kolkata,Vegan,Prepare according to authentic family recipe,Rainy,Married,North Indian,Fusion,10:40,West Bengal,Masala Dosa
Riya_10770,54,North Indian,New Delhi,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Restaurant Style,North Indian,00:12,Delhi,Roti Sabzi
Riya_10771,65,Home Style,Kochi,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Fusion,Regional Specialties,01:50,Kerala,Fish Curry
Dev_10772,22,Street Food,Mumbai,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Rainy,Single,Fusion,Regional Specialties,02:05,Maharashtra,Fish Curry
Neha_10773,36,South Indian,Surat,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Married,Street Food,Home Style,22:50,Gujarat,Khichdi
Dev_10774,67,North Indian,Kolkata,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Restaurant Style,19:58,West Bengal,Khichdi
Neha_10775,65,Traditional,Thiruvananthapuram,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Restaurant Style,13:34,Kerala,Sambar Rice
Aditya_10776,46,Mild,Siliguri,Vegetarian,Rich and indulgent preparation,Cold,Single,Mild,Fusion,14:24,West Bengal,Biryani
Vikram_10777,44,North Indian,Siliguri,Jain,Rich and indulgent preparation,Rainy,Married,Sweet,Regional Specialties,18:47,West Bengal,Dhokla
Aisha_10778,30,Home Style,Mumbai,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Cold,Married,Healthy,Street Food,04:37,Maharashtra,Butter Chicken
Zara_10779,49,Spicy,Coimbatore,Vegetarian,Rich and indulgent preparation,Cold,Married,Fusion,Mild,02:46,Tamil Nadu,Roti Sabzi
Riya_10780,18,Regional Specialties,Nagpur,Eggetarian,Simplified preparation for busy schedules,Rainy,Single,Mild,Street Food,16:53,Maharashtra,Pani Puri
Neha_10781,64,South Indian,Pune,Vegan,Prepare according to authentic family recipe,Cold,Married,Street Food,Healthy,15:28,Maharashtra,Kadhi Chawal
Krishna_10782,69,Street Food,Amritsar,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Spicy,Home Style,07:28,Punjab,Paratha
Zara_10783,51,Traditional,Delhi NCR,Vegan,Modified recipe with health-conscious ingredients,Rainy,Married,Spicy,Restaurant Style,23:53,Delhi,Pulao
Maya_10784,54,North Indian,Chennai,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,Sweet,Mild,05:00,Tamil Nadu,Dal Makhani
Anjali_10785,72,Mild,Ahmedabad,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Single,Spicy,North Indian,22:12,Gujarat,Khichdi
Priya_10786,33,Spicy,Coimbatore,Jain,Rich and indulgent preparation,Rainy,Married,Traditional,North Indian,14:41,Tamil Nadu,Sambar Rice
Dev_10787,39,Spicy,Chennai,Vegan,Prepare according to authentic family recipe,Rainy,Married,Street Food,South Indian,12:20,Tamil Nadu,Sambar Rice
Krishna_10788,19,Fusion,Siliguri,Eggetarian,Simplified preparation for busy schedules,Hot,Single,Spicy,South Indian,10:04,West Bengal,Masala Dosa
